"country","eu","order","item","option","year","val"
"Швеція","old","20","Державна служба","cle","2004","6.4"
"Швеція","old","20","Дороги і ЖКГ","hou","2004","3.5"
"Швеція","old","20","Медицина","med","2004","7.5"
"Швеція","old","20","Освіта","edu","2004","7.1"
"Швеція","old","20","Пенсії","old","2004","7.6"
"Швеція","old","20","Соціальний захист","soc","2004","12.7"
"Швеція","old","20","Безпека і оборона","def","2005","3"
"Швеція","old","20","Відсотки за борг","deb","2005","1.8"
"Швеція","old","20","Всього","ttl","2005","55.1"
"Швеція","old","20","Державна служба","cle","2005","6.7"
"Швеція","old","20","Дороги і ЖКГ","hou","2005","3.5"
"Швеція","old","20","Медицина","med","2005","7.5"
"Швеція","old","20","Освіта","edu","2005","7.1"
"Швеція","old","20","Пенсії","old","2005","7.8"
"Швеція","old","20","Соціальний захист","soc","2005","12.3"
"Швеція","old","20","Безпека і оборона","def","2006","2.9"
"Швеція","old","20","Відсотки за борг","deb","2006","1.7"
"Швеція","old","20","Всього","ttl","2006","54.1"
"Швеція","old","20","Державна служба","cle","2006","6.8"
"Швеція","old","20","Дороги і ЖКГ","hou","2006","3.3"
"Швеція","old","20","Медицина","med","2006","7.3"
"Швеція","old","20","Освіта","edu","2006","6.9"
"Швеція","old","20","Пенсії","old","2006","7.8"
"Швеція","old","20","Соціальний захист","soc","2006","12"
"Швеція","old","20","Безпека і оборона","def","2007","2.8"
"Швеція","old","20","Відсотки за борг","deb","2007","1.7"
"Швеція","old","20","Всього","ttl","2007","53"
"Швеція","old","20","Державна служба","cle","2007","6.5"
"Швеція","old","20","Дороги і ЖКГ","hou","2007","3.3"
"Швеція","old","20","Медицина","med","2007","7.4"
"Швеція","old","20","Освіта","edu","2007","6.6"
"Швеція","old","20","Пенсії","old","2007","7.5"
"Швеція","old","20","Соціальний захист","soc","2007","11"
"Швеція","old","20","Безпека і оборона","def","2008","2.8"
"Швеція","old","20","Відсотки за борг","deb","2008","1.6"
"Швеція","old","20","Всього","ttl","2008","53.6"
"Швеція","old","20","Державна служба","cle","2008","6.7"
"Швеція","old","20","Дороги і ЖКГ","hou","2008","3.5"
"Швеція","old","20","Медицина","med","2008","7.6"
"Швеція","old","20","Освіта","edu","2008","6.7"
"Швеція","old","20","Пенсії","old","2008","7.6"
"Швеція","old","20","Соціальний захист","soc","2008","10.7"
"Швеція","old","20","Безпека і оборона","def","2009","2.9"
"Швеція","old","20","Відсотки за борг","deb","2009","1.2"
"Швеція","old","20","Всього","ttl","2009","56.7"
"Швеція","old","20","Державна служба","cle","2009","6.7"
"Швеція","old","20","Дороги і ЖКГ","hou","2009","3.8"
"Швеція","old","20","Медицина","med","2009","8.2"
"Швеція","old","20","Освіта","edu","2009","7.1"
"Швеція","old","20","Пенсії","old","2009","8"
"Швеція","old","20","Соціальний захист","soc","2009","11.5"
"Швеція","old","20","Безпека і оборона","def","2010","2.9"
"Швеція","old","20","Відсотки за борг","deb","2010","1"
"Швеція","old","20","Всього","ttl","2010","55.4"
"Швеція","old","20","Державна служба","cle","2010","6.8"
"Швеція","old","20","Дороги і ЖКГ","hou","2010","3.7"
"Швеція","old","20","Медицина","med","2010","7.8"
"Швеція","old","20","Освіта","edu","2010","6.8"
"Швеція","old","20","Пенсії","old","2010","7.8"
"Швеція","old","20","Соціальний захист","soc","2010","10.8"
"Швеція","old","20","Безпека і оборона","def","2011","2.9"
"Швеція","old","20","Відсотки за борг","deb","2011","1.1"
"Швеція","old","20","Всього","ttl","2011","55"
"Швеція","old","20","Державна служба","cle","2011","7.1"
"Швеція","old","20","Дороги і ЖКГ","hou","2011","3.8"
"Швеція","old","20","Медицина","med","2011","7.8"
"Швеція","old","20","Освіта","edu","2011","6.7"
"Швеція","old","20","Пенсії","old","2011","7.6"
"Швеція","old","20","Соціальний захист","soc","2011","10.6"
"Швеція","old","20","Безпека і оборона","def","2012","2.8"
"Швеція","old","20","Відсотки за борг","deb","2012","0.9"
"Швеція","old","20","Всього","ttl","2012","55.7"
"Швеція","old","20","Державна служба","cle","2012","7.3"
"Швеція","old","20","Дороги і ЖКГ","hou","2012","3.9"
"Швеція","old","20","Медицина","med","2012","7.9"
"Швеція","old","20","Освіта","edu","2012","6.7"
"Швеція","old","20","Пенсії","old","2012","7.7"
"Швеція","old","20","Соціальний захист","soc","2012","10.8"
"Швеція","old","20","Безпека і оборона","def","2013","2.9"
"Швеція","old","20","Відсотки за борг","deb","2013","0.8"
"Швеція","old","20","Всього","ttl","2013","56.3"
"Швеція","old","20","Державна служба","cle","2013","7.5"
"Швеція","old","20","Дороги і ЖКГ","hou","2013","3.7"
"Швеція","old","20","Медицина","med","2013","8"
"Швеція","old","20","Освіта","edu","2013","6.9"
"Швеція","old","20","Пенсії","old","2013","7.8"
"Швеція","old","20","Соціальний захист","soc","2013","10.9"
"Швеція","old","20","Безпека і оборона","def","2014","2.7"
"Швеція","old","20","Відсотки за борг","deb","2014","0.7"
"Швеція","old","20","Всього","ttl","2014","56.2"
"Швеція","old","20","Державна служба","cle","2014","7.6"
"Швеція","old","20","Дороги і ЖКГ","hou","2014","3.6"
"Швеція","old","20","Медицина","med","2014","8"
"Швеція","old","20","Освіта","edu","2014","6.9"
"Швеція","old","20","Пенсії","old","2014","7.8"
"Швеція","old","20","Соціальний захист","soc","2014","10.8"
